"Console","GameName","Review","Score"
"PC","Baldies Review","Very Good","6"
"PC","Back to Baghdad Review","Good","5"
"PC","Bad Day on the Midway Review","Super","8"
"PC","Azrael's Tear Review","Good","5"
"PC","AYSO Soccer '97 Review","Very Bad","2"
"PC","Axis & Allies Review","Super","8"
"PC","Chronomaster Review","Great","7"
"PC","Bubble Bobble Review","Fair","4"
"PC","D Review","Very Good","6"
"PC","Beetle Buggin' Review","Very Good","6"
"PC","Battleground 3: Waterloo Review","Super","8"
"PC","Battleground: Gettysburg Review","Great","7"
"PC","Armored Fist 2 - M1A2 Abrams Review","Good","5"
"PC","Armored Fist 3 Review","Good","5"
"PC","Armor Command Review","Great","7"
"PC","Armed & Delirious Review","Very Good","6"
"PC","Armored Moon: The Next Eden Review","Very Bad","2"
"PC","Ark of Time Review","Very Good","6"
"PC","Ares Rising Review","Good","5"
"PC","Area 51 Review","Bad","3"
"PC","The Ardennes Offensive Review","Very Good","6"
"PC","Apollo 18 Review","Good","5"
"PC","Apache Review","Excellent","9"
"PC","Battleground 5: Antietam Review","Super","8"
"PC","Andretti Racing Review","Great","7"
"PC","Amok Review","Bad","3"
"PC","American Civil War Review","Great","7"
"PC","Amber: Journeys Beyond Review","Great","7"
"PC","AMA Superbike Review","Great","7"
"PC","Alone in the Dark Trilogy Review","Great","7"
"PC","Allied General Review","Great","7"
"PC","X-Wing Alliance Review","Super","8"
"PC","Alien Trilogy Review","Fair","4"
"PC","Aliens Online Review","Great","7"
"PC","Sid Meier's Alien Crossfire Review","Super","8"
"PC","Great Battles of Alexander Review","Very Good","6"
"PC","Air Warrior II Review","Great","7"
"PC","Air Warrior III Review","Great","7"
"PC","Air Power: Battle in the Skies Review","Fair","4"
"PC","AHx-1 Review","Fair","4"
"PC","Apache Havoc Review","Super","8"
"PC","Agile Warrior F-IIIX Review","Fair","4"
"PC","Age of Sail Review","Great","7"
"PC","Age of Rifles Review","Great","7"
"PC","Afterlife Review","Great","7"
"PC","After Dark Games Review","Good","5"
"PC","Admiral Sea Battles Review","Fair","4"
"PC","Addiction Pinball Review","Super","8"
"PC","Achtung Spitfire! Review","Great","7"
"PC","Ace Ventura Review","Very Good","6"
"PC","Absolute Zero Review","Very Good","6"
"PC","Abomination Review","Very Good","6"
"PC","Oddworld: Abe's Exoddus Review","Super","8"
"PC","ABC Monday Night Football '98 Review","Good","5"
"PC","Aaron vs. Ruth Review","Good","5"
"PC","A-10 Cuba! Review","Very Good","6"
"PC","Ultimate 8 Ball Review","Very Good","6"
"PC","7th Legion Review","Fair","4"
"PC","688 (I) Hunter/Killer Review","Super","8"
"PC","3D Lemmings Review","Great","7"
"PC","12 O'Clock High: Bombing the Reich Review","Very Good","6"
"PC","101 Airborne: The Airborne Invasion of Normandy Review","Super","8"
"PS","NCAA Football 2000 Review","Great","7"
"PS","MLB 2001 Review","Super","8"
"PS","Ballistic Review","Very Good","6"
"PS","Ballblazer Champions Review","Super","8"
"PS","Backstreet Billiards Review","Great","7"
"PS","Auto Destruct Review","Fair","4"
"PS","High Heat Baseball 2000 Review","Very Bad","2"
"PS","Sammy Sosa High Heat Baseball 2001 Review","Good","5"
"PS","Hercules Action Game Review","Great","7"
"PS","Herc's Adventures Review","Great","7"
"PS","Hello Kitty Cube Frenzy Review","Great","7"
"PS","HardBall 99 Review","Good","5"
"PS","Gundam: the Battle Master (Import) Review","Good","5"
"PS","Point Blank 2 Review","Super","8"
"PS","Guilty Gear Review","Great","7"
"PS","Grand Theft Auto: London 1969 Review","Good","5"
"PS","Grand Slam 97 Review","Very Good","6"
"PS","Car & Driver Presents: Grand Tour Racing '98 Review","Great","7"
"PS","Grid Runner Review","Great","7"
"PS","Gradius Gaiden (Import) Review","Great","7"
"PS","G Police Review","Very Good","6"
"PS","G Police: Weapons of Justice Review","Good","5"
"PS","Gauntlet Legends Review","Bad","3"
"PS","NFL GameDay 99 Review","Super","8"
"PS","NFL GameDay 98 Review","Great","7"
"PS","All-Star 1997 Featuring Frank Thomas Review","Very Good","6"
"PS","Front Mission Alternative (Import) Review","Very Good","6"
"PS","Front Mission Second (Import) Review","Super","8"
"PS","Freestyle Boardin' '99 Review","Very Good","6"
"PS","Fox Sports Soccer 99 Review","Great","7"
"PS","NBA Basketball 2000 Review","Great","7"
"PS","Fox Hunt Review","Very Bad","2"
"PS","Fox Sports Golf '99 Review","Worst","1"
"PS","Forsaken Review","Very Good","6"
"PS","Formula 1 Championship Edition Review","Great","7"
"PS","Formula 1 99 Review","Great","7"
"PS","Fisherman's Bait Review","Very Good","6"
"PS","Fire Prowrestling G (Import) Review","Super","8"
"PS","NCAA Final Four 99 Review","Very Good","6"
"PS","Fighter Maker Review","Very Good","6"
"PS","Fighters' Impact (Import) Review","Very Good","6"
"PS","Felony 11-79 Review","Very Good","6"
"PS","Fear Effect Review","Super","8"
"PS","Fatal Fury: Wild Ambition Review","Very Good","6"
"PS","Fantastic Four Review","Fair","4"
"PS","NHL FaceOff 2000 Review","Very Good","6"
"PS","F1 World Grand Prix Review","Fair","4"
"PS","Excalibur 2555 A.D. Review","Fair","4"
"PS","Evil Zone Review","Great","7"
"PS","Epidemic Review","Good","5"
"PS","Eliminator Review","Fair","4"
"PS","Einhander Review","Great","7"
"PS","Eggs of Steel Review","Fair","4"
"PS","Dynasty Warriors Review","Great","7"
"PS","Duke Nukem: Total Meltdown Review","Fair","4"
"PS","Dare Devil Derby 3D Review","Very Good","6"
"PS","Dragonseeds Review","Good","5"
"PS","Disruptor Review","Great","7"
"PS","Walt Disney World: Magical Racing Quest Review","Great","7"
"PS","Die Hard Trilogy Review","Excellent","9"
"PS","Die Hard Trilogy 2 Review","Very Good","6"
"PS","Devil Dice Review","Very Good","6"
"PS","Destruction Derby 2 Review","Great","7"
"PS","Destrega Review","Great","7"
"PS","Descent Maximum Review","Good","5"
"PS","Demolition Racer Review","Very Good","6"
"PS","Deathtrap Dungeon Review","Bad","3"
"PS","Dead in the Water Review","Very Good","6"
"PS","Dead or Alive Review","Great","7"
"PS","Dragon Ball Final Bout Review","Bad","3"
"PS","Darklight Conflict Review","Very Good","6"
"PS","Dance Dance Revolution (Import) Review","Super","8"
"PS","Crypt Killer Review","Bad","3"
"PS","Crusader: No Remorse Review","Great","7"
"PS","Crow: City of Angels Review","Bad","3"
"PS","Critical Depth Review","Great","7"
"PS","Critical Blow (Import) Review","Very Good","6"
"PS","Cool Boarders Review","Great","7"
"PS","Contra: Legacy of War Review","Very Good","6"
"PS","Contender Review","Very Good","6"
"PS","Command & Conquer Review","Super","8"
"PS","Colony Wars: Vengeance Review","Great","7"
"PS","Colony Wars Review","Great","7"
"PS","Command & Conquer: Red Alert Review","Great","7"
"PS","City of Lost Children, The Review","Bad","3"
"PS","Choro Q2 (Import) Review","Fair","4"
"PS","Chocobo's Dungeon 2 Review","Very Good","6"
"PS","Chessmaster II Review","Very Good","6"
"PS","Championship Bass Review","Very Good","6"
"PS","Centipede Review","Good","5"
"PS","C: The Contra Adventure Review","Bad","3"
"PS","Castrol Honda Superbike Review","Bad","3"
"PS","Carnage Heart Review","Very Good","6"
"PS","Caesars Palace Review","Fair","4"
"PS","Bust-A-Move 2 Arcade Edition Review","Good","5"
"PS","Buster Bros. Collection Review","Great","7"
"PS","Bust-A-Move '99 Review","Very Good","6"
"PS","Bust A Groove Review","Great","7"
"PS","Brunswick Circuit Pro Bowling Review","Great","7"
"PS","Broken Helix Review","Very Good","6"
"PS","Burning Road Review","Very Good","6"
"PS","Brigandine Review","Very Good","6"
"PS","Bravo Air Race Review","Good","5"
"PS","Bottom of the 9th 99 Review","Good","5"
"PS","Boombots Review","Worst","1"
"PS","Bomberman Fantasy Race Review","Good","5"
"PS","Bomberman World Review","Good","5"
"PS","Bomberman Wars (Import) Review","Good","5"
"PS","NFL Blitz 2000 Review","Super","8"
"PS","Bloody Bride (Import) Review","Good","5"
"PS","Blazing Dragons Review","Very Good","6"
"PS","Blast Chamber Review","Very Good","6"
"PS","Black Dawn Review","Great","7"
"PS","Bio F.R.E.A.K.S. Review","Good","5"
"PS","Frank Thomas Big Hurt Baseball Review","Very Good","6"
"PS","Beyond the Beyond Review","Good","5"
"PS","BRAHMA Force: The Assault on Beltlogger 9 Review","Great","7"
"PS","Beat Planet Music (Import) Review","Bad","3"
"PS","Beast Wars Review","Good","5"
"PS","Battlestations Review","Very Good","6"
"PS","BattleTanx: Global Assault Review","Good","5"
"PS","Batman & Robin Review","Good","5"
"PS","Batman Forever: The Arcade Game Review","Good","5"
"PS","Bass Rise Review","Good","5"
"PS","Baseball 2000 Review","Fair","4"
"PS","Hexen Review","Bad","3"
"PS","Guntu Western Front June, 1944 (Import) Review","Worst","1"
"PS","GUNNM Martian Memory (Import) Review","Super","8"
"PS","Glover Review","Fair","4"
"PS","Gex 3: Deep Cover Gecko Review","Very Good","6"
"PS","Gex: Enter the Gecko Review","Very Good","6"
"PS","FIFA 99 Review","Super","8"
"PS","FIFA Soccer 97 Review","Great","7"
"PS","Fighting Force 2 Review","Bad","3"
"PS","Formula 1 Review","Great","7"
"PS","ECW Hardcore Revolution Review","Fair","4"
"PS","Dune 2000 Review","Good","5"
"PS","Dukes of Hazzard: Racing for Home Review","Fair","4"
"PS","Championship Motocross Featuring Ricky Carmichael Review","Great","7"
"PS","Clock Tower II: The Struggle Within Review","Bad","3"
"PS","Croc: The Legend of Gobbos Review","Good","5"
"PS","Croc 2 Review","Good","5"
"PS","Cool Boarders 4  Review","Great","7"
"PS","Civilization II Review","Great","7"
"PS","Chocobo Racing Review","Fair","4"
"PS","Cool Boarders 3 Review","Fair","4"
"PS","Blast Radius Review","Great","7"
"PS","Blasto Review","Fair","4"
"PS","Big Air Review","Good","5"
"PS","Bust-A-Move 4 Review","Great","7"
"PS","Asuka 120% Excellent: Burning Festival (Import) Review","Great","7"
"PS","Asteroids Review","Great","7"
"PS","Assault: Retribution Review","Fair","4"
"PS","Arcade Party Pak Review","Great","7"
"PS","Arcade's Greatest Hits: The Atari Collection 1 Review","Very Good","6"
"PS","Adidas Power Soccer 98 Review","Good","5"
"PS","Andretti Racing Review","Very Good","6"
"PS","All Japan Woman Pro Wrestling (Import) Review","Fair","4"
"PS","Allied General Review","Very Good","6"
"PS","Army Men: Air Attack Review","Great","7"
"PS","Midway Presents Arcade's Greatest Hits - The Midway Collection 2 Review","Very Good","6"
"PS","Midway Presents Arcade's Greatest Hits: The Atari Collection 2 Review","Fair","4"
"PS","Activision Classics Review","Good","5"
"PS","Ace Combat 2 Review","Great","7"
"PS","Fifth Element, The Review","Very Bad","2"
"PS","3Xtreme Review","Very Bad","2"
"PS","3D Baseball Review","Great","7"
"PS","2 Xtreme Review","Great","7"
"PS","Thousand Arms Review","Great","7"
"PS2","Stepping Selection (Import) Review","Great","7"
"PS2","I.Q. Remix+: Intelligent Qube (Import) Review","Very Good","6"
"PS2","DrumMania (Import) Review","Great","7"
"NGPC","Samurai Shodown 2 Review","Very Good","6"
"NGPC","Neo Geo Cup '98 Plus Color Review","Fair","4"
"NGPC","Metal Slug: First Mission Review","Super","8"
"NGPC","Last Blade, The Review","Great","7"
"NGPC","Gals Fighters Review","Very Good","6"
"NGPC","Baseball Stars Color Review","Great","7"
"N64","World Cup 98 Review","Super","8"
"N64","Wonder Project J2 (Import) Review","Good","5"
"N64","Iggy's Reckin' Balls Review","Very Good","6"
"N64","WipeOut 64 Review","Very Good","6"
"N64","WCW vs. NWO: World Tour Review","Good","5"
"N64","War Gods Review","Very Good","6"
"N64","Waialae Country Club: True Golf Classics Review","Very Good","6"
"N64","Virtual Pool 64 Review","Good","5"
"N64","Virtual Chess 64 Review","Very Good","6"
"N64","Turok: Rage Wars Review","Good","5"
"N64","Top Gear Rally Review","Very Good","6"
"N64","Tony Hawk's Pro Skater Review","Excellent","9"
"N64","CyberTiger Review","Bad","3"
"N64","Top Gear OverDrive Review","Great","7"
"N64","Tetrisphere Review","Excellent","9"
"N64","Supercross 2000 Review","Very Good","6"
"N64","Sumo Battle (Import) Review","Bad","3"
"N64","Star Fox 64 Review","Super","8"
"N64","Rocket: Robot on Wheels Review","Great","7"
"N64","South Park Rally Review","Very Bad","2"
"N64","Space Invaders Review","Bad","3"
"N64","Starshot Review","Good","5"
"N64","Aero Fighters Assault Review","Good","5"
"N64","Space Station Silicon Valley Review","Great","7"
"N64","Star Wars: Shadows of the Empire Review","Great","7"
"N64","Shadow Man Review","Very Good","6"
"N64","Shadowgate 64: Trial of the Four Towers Review","Fair","4"
"N64","San Francisco Rush Review","Great","7"
"N64","Robotron 64 Review","Good","5"
"N64","Roadsters Trophy Review","Fair","4"
"N64","Road Rash 64 Review","Great","7"
"N64","Ridge Racer 64 Review","Super","8"
"N64","Rayman 2: The Great Escape Review","Excellent","9"
"N64","Rampage World Tour Review","Good","5"
"N64","Rainbow Six Review","Great","7"
"N64","Quest 64 Review","Good","5"
"N64","Powerful Pro Baseball 4 (Import) Review","Very Good","6"
"N64","Star Wars: Episode I Racer Review","Super","8"
"N64","Pilotwings 64 Review","Super","8"
"N64","Paper Boy 64 Review","Good","5"
"N64","Olympic Hockey 98 Review","Good","5"
"N64","Off Road Challenge Review","Fair","4"
"N64","Nuclear Strike Review","Very Good","6"
"N64","NHL Breakaway 98 Review","Great","7"
"N64","NFL Quarterback Club 98 Review","Good","5"
"N64","NFL Blitz Review","Excellent","9"
"N64","The New Tetris Review","Great","7"
"N64","NBA In The Zone '99 Review","Good","5"
"N64","NBA Showtime: NBA on NBC Review","Very Good","6"
"N64","NBA Live 2000 Review","Great","7"
"N64","NBA Jam 99 Review","Great","7"
"N64","NBA Jam 2000 Review","Good","5"
"N64","NBA In The Zone '98 Review","Bad","3"
"N64","NBA Hangtime Review","Good","5"
"N64","Kobe Bryant in NBA Courtside Review","Good","5"
"N64","NASCAR 99 Review","Very Good","6"
"N64","NASCAR 2000 Review","Great","7"
"N64","Namco Museum 64 Review","Great","7"
"N64","Nagano Winter Olympics '98 Review","Bad","3"
"N64","Mystical Ninja starring Goemon Review","Very Good","6"
"N64","WCW Nitro Review","Fair","4"
"N64","Monaco Grand Prix Review","Great","7"
"N64","Mortal Kombat Mythologies: Sub-Zero Review","Fair","4"
"N64","Mischief Makers Review","Very Good","6"
"N64","Mission: Impossible Review","Very Good","6"
"N64","Mario Party 2 Review","Great","7"
"N64","Magical Tetris Challenge Review","Good","5"
"N64","Madden Football 64 Review","Super","8"
"N64","Madden NFL 2000 Review","Excellent","9"
"N64","Mace: The Dark Age Review","Good","5"
"N64","Lego Racers Review","Fair","4"
"N64","Knife Edge Review","Fair","4"
"PS","Army Men 3D Review","Fair","4"
"PS","Akuji the Heartless Review","Very Good","6"
"PS","Armored Core: Master of Arena Review","Very Good","6"
"PS","Ace Combat 3: Electrosphere Review","Very Good","6"
"N64","Hydro Thunder Review","Good","5"
"N64","Harvest Moon 64 Review","Great","7"
"NGPC","Neo Turf Masters Review","Great","7"
"NGPC","Pocket Tennis Color Review","Very Good","6"
"NGP","Puzzle Link Review","Great","7"
"NGPC","Puyo Pop Review","Super","8"
"NGPC","Pac-Man Review","Fair","4"
"NGPC","Neo Mystery Bonus Review","Bad","3"
"NGPC","Neo 21 Review","Good","5"
"NGPC","Neo Dragon's Wild Review","Fair","4"
"NGPC","Neo Cherry Master Color Review","Bad","3"
"NGPC","King of Fighters R-2 Review","Super","8"
"NGPC","Fatal Fury: First Contact Review","Great","7"
"NGPC","Crush Roller Review","Good","5"
"NGPC","Bio Motor Unitron Review","Super","8"
"NGPC","Bust a Move Pocket Review","Very Good","6"
"N64","Xena: Warrior Princess - The Talisman of Fate Review","Very Bad","2"
"N64","WWF War Zone Review","Super","8"
"N64","Wetrix Review","Super","8"
"N64","V-Rally Edition '99 Review","Fair","4"
"N64","Turok: Dinosaur Hunter Review","Super","8"
"N64","Snowboard Kids 2 Review","Great","7"
"N64","S.C.A.R.S. Review","Good","5"
"N64","Rampage 2: Universal Tour Review","Fair","4"
"N64","Ready 2 Rumble Boxing Review","Very Good","6"
"N64","Re-Volt Review","Good","5"
"N64","Quake II Review","Great","7"
"N64","NFL Quarterback Club 99 Review","Great","7"
"N64","NFL Quarterback Club 2000 Review","Good","5"
"N64","Penny Racers Review","Fair","4"
"N64","NHL 99 Review","Great","7"
"N64","NBA Live 99 Review","Great","7"
"N64","Monster Truck Madness 64 Review","Bad","3"
"N64","Multi-Racing Championship Review","Fair","4"
"N64","Micro Machines 64 Turbo Review","Very Good","6"
"N64","South Park: Chef's Luv Shack Review","Bad","3"
"N64","Lode Runner 3-D Review","Very Good","6"
"N64","Knockout Kings 2000 Review","Fair","4"
"N64","International Superstar Soccer 64 Review","Great","7"
"N64","GT 64 Championship Edition Review","Good","5"
"N64","Major League Baseball Featuring Ken Griffey, Jr. Review","Very Good","6"
"N64","Ken Griffey Jr.'s Slugfest Review","Great","7"
"N64","Forsaken 64 Review","Super","8"
